DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,*AGRUPA EDAD PERSONA,CANTIDAD
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/10/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/16/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/26/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/10/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,6/1/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,6/19/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/7/16,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/13/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/25/16,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/28/16,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/16/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/29/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,9/5/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/9/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/13/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,11/9/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,11/13/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,11/14/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,11/27/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,11/28/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/5/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/10/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/12/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/16/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/18/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/26/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/31/16,FEMENINO,ADULTOS,1
ANTIOQUIA,BRICEÑO,05107000,ARMA BLANCA / CORTOPUNZANTE,8/16/16,MASCULINO,ADULTOS,1
ANTIOQUIA,BRICEÑO,05107000,ARMA BLANCA / CORTOPUNZANTE,12/2/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,7/10/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,9/29/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAICEDO,05125000,ARMA BLANCA / CORTOPUNZANTE,9/25/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CAICEDO,05125000,ARMA BLANCA / CORTOPUNZANTE,11/27/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,1/1/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,2/21/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,6/11/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,7/2/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,7/7/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,7/17/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,11/5/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAMPAMENTO,05134000,ARMA BLANCA / CORTOPUNZANTE,3/14/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAMPAMENTO,05134000,ARMA BLANCA / CORTOPUNZANTE,3/14/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CARACOLÍ,05142000,ARMA BLANCA / CORTOPUNZANTE,8/1/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CARAMANTA,05145000,ARMA BLANCA / CORTOPUNZANTE,5/2/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,1/21/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,3/27/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,5/19/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,6/4/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CAROLINA,05150000,ARMA BLANCA / CORTOPUNZANTE,6/24/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,2/8/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,3/21/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,3/21/16,FEMENINO,MENORES,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,4/6/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,5/12/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,5/13/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,5/30/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,8/5/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,8/28/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,9/11/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,9/20/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,10/4/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,10/30/16,FEMENINO,ADULTOS,2
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,10/30/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,3/2/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,3/13/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,9/27/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,12/18/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,10/12/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,11/13/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,2/27/16,MASCULINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,2/28/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,4/17/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,10/6/16,FEMENINO,ADULTOS,2
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,1/18/16,FEMENINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,9/2/16,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/20/16,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/22/16,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,4/23/16,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,8/2/16,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,10/24/16,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,12/10/16,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,12/10/16,MASCULINO,ADULTOS,1
ANTIOQUIA,DABEIBA,05234000,ARMA BLANCA / CORTOPUNZANTE,1/8/16,FEMENINO,ADULTOS,1
ANTIOQUIA,DABEIBA,05234000,ARMA BLANCA / CORTOPUNZANTE,8/23/16,FEMENINO,ADULTOS,1
ANTIOQUIA,DON MATÍAS,05237000,ARMA BLANCA / CORTOPUNZANTE,8/14/16,FEMENINO,ADULTOS,1
ANTIOQUIA,EBÉJICO,05240000,ARMA BLANCA / CORTOPUNZANTE,5/7/16,FEMENINO,ADULTOS,1
ANTIOQUIA,EBÉJICO,05240000,ARMA BLANCA / CORTOPUNZANTE,9/17/16,FEMENINO,ADULTOS,1
ANTIOQUIA,EBÉJICO,05240000,ARMA BLANCA / CORTOPUNZANTE,9/19/16,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,1/31/16,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,4/7/16,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,4/11/16,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,6/2/16,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,6/27/16,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,7/12/16,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,7/19/16,FEMENINO,MENORES,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,12/7/16,MASCULINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,1/9/16,FEMENINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,7/15/16,FEMENINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,9/26/16,MASCULINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,11/29/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENTRERRIOS,05264000,ARMA BLANCA / CORTOPUNZANTE,1/1/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENTRERRIOS,05264000,ARMA BLANCA / CORTOPUNZANTE,1/3/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,1/19/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,1/26/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,1/27/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,1/29/16,FEMENINO,ADULTOS,2
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,1/30/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,2/1/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,2/9/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,2/15/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,2/24/16,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,3/19/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,4/24/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,4/24/16,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,5/16/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,5/20/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,6/23/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,8/20/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,8/20/16,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,8/21/16,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,11/8/16,MASCULINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,2/1/16,MASCULINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,2/28/16,MASCULINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,11/17/16,FEMENINO,ADULTOS,1
ANTIOQUIA,FRONTINO,05284000,ARMA BLANCA / CORTOPUNZANTE,10/14/16,FEMENINO,ADULTOS,1
ANTIOQUIA,FRONTINO,05284000,ARMA BLANCA / CORTOPUNZANTE,12/17/16,FEMENINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,2/14/16,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,3/9/16,FEMENINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,9/5/16,FEMENINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,9/16/16,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,3/12/16,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,6/12/16,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,9/4/16,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,11/19/16,FEMENINO,ADULTOS,1
ANTIOQUIA,HISPANIA,05353000,ARMA BLANCA / CORTOPUNZANTE,8/31/16,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/1/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/7/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/10/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,2/6/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,2/19/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,2/19/16,MASCULINO,ADULTOS,2
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,3/2/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,4/29/16,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,5/16/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,5/16/16,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,9/24/16,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,12/25/16,MASCULINO,ADULTOS,1
ANTIOQUIA,LA CEJA,05376000,ARMA BLANCA / CORTOPUNZANTE,4/7/16,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,5/21/16,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,12/2/16,MASCULINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,12/6/16,MASCULINO,MENORES,1
ANTIOQUIA,LA PINTADA,05390000,ARMA BLANCA / CORTOPUNZANTE,9/20/16,FEMENINO,ADULTOS,1
