DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,7/9/17,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,8/14/17,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,9/13/17,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,12/28/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BARBOSA,05079000,ARMA BLANCA / CORTOPUNZANTE,6/24/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BARBOSA,05079000,ARMA BLANCA / CORTOPUNZANTE,11/24/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/3/17,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/12/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/23/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/23/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/28/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,2/4/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,2/12/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,2/17/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/5/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/11/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/8/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/22/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/7/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/21/17,FEMENINO,ADULTOS,3
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/27/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/29/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,6/22/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,6/25/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/19/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/21/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/22/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/6/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/8/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/8/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/13/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,9/8/17,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/18/17,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/22/17,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/25/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,11/14/17,MASCULINO,ADOLESCENTES,3
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,11/14/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,12/28/17,MASCULINO,ADULTOS,1
ANTIOQUIA,BETULIA,05093000,ARMA BLANCA / CORTOPUNZANTE,4/2/17,FEMENINO,ADULTOS,1
ANTIOQUIA,BRICEÑO,05107000,ARMA BLANCA / CORTOPUNZANTE,7/4/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,7/26/17,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,11/5/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA BLANCA / CORTOPUNZANTE,11/20/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,2/13/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAMPAMENTO,05134000,ARMA BLANCA / CORTOPUNZANTE,11/6/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAMPAMENTO,05134000,ARMA BLANCA / CORTOPUNZANTE,11/13/17,MASCULINO,MENORES,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,1/1/17,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,10/8/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,2/16/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,3/3/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,4/8/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,4/9/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,4/21/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,4/25/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,4/28/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,6/8/17,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,6/9/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,7/10/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,8/4/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,10/1/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,3/7/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,10/25/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,3/21/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,4/20/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,5/22/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,9/11/17,FEMENINO,ADULTOS,1
ANTIOQUIA,COCORNÁ,05197000,ARMA BLANCA / CORTOPUNZANTE,7/9/17,FEMENINO,ADULTOS,1
ANTIOQUIA,COCORNÁ,05197000,ARMA BLANCA / CORTOPUNZANTE,11/6/17,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,2/3/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,3/2/17,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,3/2/17,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,3/10/17,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,3/20/17,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,3/28/17,FEMENINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,7/30/17,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,11/13/17,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,2/10/17,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,2/15/17,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,6/24/17,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,9/24/17,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,9/26/17,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,9/26/17,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,10/16/17,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,10/28/17,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,11/26/17,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,12/5/17,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,4/20/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,5/21/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,6/24/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,7/1/17,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,10/31/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,3/12/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,3/12/17,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,4/3/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,8/26/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,9/28/17,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,9/28/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,9/28/17,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,10/18/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,11/3/17,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,11/23/17,FEMENINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,1/31/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,1/31/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,3/12/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,3/27/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,4/21/17,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,4/23/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,4/24/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,5/9/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,9/21/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,10/17/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,10/23/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,12/11/17,FEMENINO,ADULTOS,2
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,12/11/17,MASCULINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,2/21/17,FEMENINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,8/16/17,FEMENINO,ADULTOS,2
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,8/30/17,MASCULINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,10/17/17,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,FRONTINO,05284000,ARMA BLANCA / CORTOPUNZANTE,6/8/17,FEMENINO,ADULTOS,1
ANTIOQUIA,FRONTINO,05284000,ARMA BLANCA / CORTOPUNZANTE,7/8/17,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,6/7/17,FEMENINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,8/9/17,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,8/20/17,FEMENINO,ADULTOS,1
ANTIOQUIA,GÓMEZ PLATA,05310000,ARMA BLANCA / CORTOPUNZANTE,5/6/17,FEMENINO,ADULTOS,1
ANTIOQUIA,GÓMEZ PLATA,05310000,ARMA BLANCA / CORTOPUNZANTE,9/23/17,FEMENINO,ADULTOS,1
ANTIOQUIA,GÓMEZ PLATA,05310000,ARMA BLANCA / CORTOPUNZANTE,12/10/17,FEMENINO,ADULTOS,1
ANTIOQUIA,GÓMEZ PLATA,05310000,ARMA BLANCA / CORTOPUNZANTE,12/10/17,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,3/4/17,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,3/6/17,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,3/19/17,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,7/7/17,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,7/24/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,3/5/17,FEMENINO,ADULTOS,3
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,4/9/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,6/11/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,7/8/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,9/1/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,10/23/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,11/12/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,11/20/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,11/23/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,12/10/17,FEMENINO,ADULTOS,2
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,12/10/17,MASCULINO,ADULTOS,1
ANTIOQUIA,ITUANGO,05361000,ARMA BLANCA / CORTOPUNZANTE,7/9/17,FEMENINO,ADULTOS,1
ANTIOQUIA,ITUANGO,05361000,ARMA BLANCA / CORTOPUNZANTE,12/26/17,MASCULINO,ADULTOS,1
ANTIOQUIA,LA CEJA,05376000,ARMA BLANCA / CORTOPUNZANTE,5/14/17,MASCULINO,ADULTOS,1
ANTIOQUIA,LA CEJA,05376000,ARMA BLANCA / CORTOPUNZANTE,6/14/17,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,2/14/17,MASCULINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,7/3/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MACEO,05425000,ARMA BLANCA / CORTOPUNZANTE,6/8/17,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,MARINILLA,05440000,ARMA BLANCA / CORTOPUNZANTE,6/28/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/1/17,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/2/17,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/4/17,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/5/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/7/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/9/17,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/10/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/10/17,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/13/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/15/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/16/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/18/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/20/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/21/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/22/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/29/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/29/17,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/30/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/5/17,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/6/17,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/7/17,FEMENINO,ADULTOS,1
