DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,12/21/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,12/26/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,4/9/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,6/23/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,8/28/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,10/19/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,11/22/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,12/14/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,1/24/15,MASCULINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,6/27/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,10/4/15,FEMENINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA BLANCA / CORTOPUNZANTE,10/12/15,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,9/30/15,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,10/18/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,2/18/15,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,4/12/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,6/22/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,9/14/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,9/29/15,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,10/10/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,1/23/15,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,4/12/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,6/1/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,7/2/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,12/13/15,FEMENINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,12/21/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,3/8/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,6/2/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,6/6/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,7/20/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,9/3/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,9/19/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,10/1/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,12/4/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,12/7/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,12/8/15,FEMENINO,ADULTOS,1
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,2/7/15,FEMENINO,ADULTOS,1
ANTIOQUIA,FRONTINO,05284000,ARMA BLANCA / CORTOPUNZANTE,4/15/15,MASCULINO,ADULTOS,1
ANTIOQUIA,FRONTINO,05284000,ARMA BLANCA / CORTOPUNZANTE,10/5/15,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,3/9/15,FEMENINO,ADULTOS,1
ANTIOQUIA,GRANADA,05313000,ARMA BLANCA / CORTOPUNZANTE,5/31/15,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,6/11/15,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,10/15/15,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,11/11/15,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,11/29/15,MASCULINO,ADULTOS,1
ANTIOQUIA,HISPANIA,05353000,ARMA BLANCA / CORTOPUNZANTE,11/17/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/4/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/20/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,3/14/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,5/2/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,5/14/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,5/17/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,6/15/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,6/17/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,6/19/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,7/12/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,8/23/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,8/26/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,9/14/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,10/9/15,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,12/1/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITUANGO,05361000,ARMA BLANCA / CORTOPUNZANTE,7/26/15,FEMENINO,ADULTOS,1
ANTIOQUIA,ITUANGO,05361000,ARMA BLANCA / CORTOPUNZANTE,11/14/15,FEMENINO,ADULTOS,1
ANTIOQUIA,JERICÓ,05368000,ARMA BLANCA / CORTOPUNZANTE,3/26/15,FEMENINO,ADULTOS,1
ANTIOQUIA,JERICÓ,05368000,ARMA BLANCA / CORTOPUNZANTE,10/26/15,MASCULINO,ADULTOS,1
ANTIOQUIA,LA CEJA,05376000,ARMA BLANCA / CORTOPUNZANTE,7/12/15,MASCULINO,ADULTOS,1
ANTIOQUIA,LA CEJA,05376000,ARMA BLANCA / CORTOPUNZANTE,8/24/15,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,5/3/15,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,6/9/15,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,7/21/15,MASCULINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,9/7/15,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,LA UNIÓN,05400000,ARMA BLANCA / CORTOPUNZANTE,3/15/15,FEMENINO,ADULTOS,1
ANTIOQUIA,LA UNIÓN,05400000,ARMA BLANCA / CORTOPUNZANTE,12/13/15,MASCULINO,ADULTOS,1
ANTIOQUIA,MARINILLA,05440000,ARMA BLANCA / CORTOPUNZANTE,12/2/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MARINILLA,05440000,ARMA BLANCA / CORTOPUNZANTE,12/19/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/1/15,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/1/15,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/3/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/15/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/16/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/18/15,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/19/15,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/20/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/20/15,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/22/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/24/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/25/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/29/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/30/15,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/1/15,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/1/15,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/2/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/13/15,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/18/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,2/21/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/7/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/7/15,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/8/15,FEMENINO,ADULTOS,4
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/9/15,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/10/15,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,3/15/15,FEMENINO,ADULTOS,2
